sample_name	age	age_unit	altitude	anonymized_name	biological_specimen	body_habitat	body_product	body_site	cage	collection_date	country	depth	description	distended_belly	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	event_type	fungi_head	fungi_present	group_event	group_event_treatment	group_harvest	group_treatment	harvest_event	harvest_group	harvest_time_days	host_common_name	host_subject_id	host_taxid	key_head	key_limbs	key_torso	latitude	longitude	ph	ph_cat_group	ph_category	physical_specimen_remaining	public	publication	qiita_study_id	sample_group	sample_group_allskin	sample_type	soil_controls	soil_ph	time_bin	title	treatment	treatment_group_event	unique_samples	unique_treatment	unique_treatment_control	weight
714.Ab.liq.T3.S5	79	days	0	Ab.liq.T3.S5	mouse.sterile_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	6	3/24/11	GAZ:United States of America	0	sterile_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.3	abdominal.3.sterile_soil	abdominal.3	abdominal.sterile_soil	3	3.abdominal	9	mouse	T3.S5	10090	1	1	3	40.01	-105.27	5.95	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.95	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.3	unique	unique.sterile_soil	uniqueNAsterile_soil	24.4
714.Ab.liq.T3.U1	52	days	0	Ab.liq.T3.U1	mouse.untreated_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	12	3/24/11	GAZ:United States of America	0	untreated_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.3	abdominal.3.untreated_soil	abdominal.3	abdominal.untreated_soil	3	3.abdominal	9	mouse	T3.U1	10090	3	3	3	40.01	-105.27	8.26	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.26	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.3	unique	unique.untreated_soil	uniqueNAuntreated_soil	19.5
714.Ab.liq.T3.U2	96	days	0	Ab.liq.T3.U2	mouse.untreated_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	2	3/24/11	GAZ:United States of America	0	untreated_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.3	abdominal.3.untreated_soil	abdominal.3	abdominal.untreated_soil	3	3.abdominal	9	mouse	T3.U2	10090	3	3	3	40.01	-105.27	8.5	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.5	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.3	unique	unique.untreated_soil	uniqueNAuntreated_soil	34.5
714.Ab.liq.T3.U3	36	days	0	Ab.liq.T3.U3	mouse.untreated_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	15	3/24/11	GAZ:United States of America	0	untreated_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.3	abdominal.3.untreated_soil	abdominal.3	abdominal.untreated_soil	3	3.abdominal	9	mouse	T3.U3	10090	3	3	3	40.01	-105.27	8.44	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.44	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.3	unique	unique.untreated_soil	uniqueNAuntreated_soil	18.6
714.Ab.liq.T3.U4	89	days	0	Ab.liq.T3.U4	mouse.untreated_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	4	3/24/11	GAZ:United States of America	0	untreated_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.3	abdominal.3.untreated_soil	abdominal.3	abdominal.untreated_soil	3	3.abdominal	9	mouse	T3.U4	10090	3	3	3	40.01	-105.27	8.38	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.38	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.3	unique	unique.untreated_soil	uniqueNAuntreated_soil	30.3
714.Ab.liq.T3.U5	36	days	0	Ab.liq.T3.U5	mouse.untreated_soil.abdominal.3	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	15	3/24/11	GAZ:United States of America	0	untreated_soil.abdominal.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.3	abdominal.3.untreated_soil	abdominal.3	abdominal.untreated_soil	3	3.abdominal	9	mouse	T3.U5	10090	2	2	3	40.01	-105.27	8.18	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.18	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.3	unique	unique.untreated_soil	uniqueNAuntreated_soil	19.1
714.Ab.liq.T4.S1	57	days	0	Ab.liq.T4.S1	mouse.sterile_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	10	3/28/11	GAZ:United States of America	0	sterile_soil.abdominal.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.4	abdominal.4.sterile_soil	abdominal.4	abdominal.sterile_soil	4	4.abdominal	13	mouse	T4.S1	10090	2	1	2	40.01	-105.27	6	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	6	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.4	unique	unique.sterile_soil	uniqueNAsterile_soil	21.8
714.Ab.liq.T4.S2	96	days	0	Ab.liq.T4.S2	mouse.sterile_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	2	3/28/11	GAZ:United States of America	0	sterile_soil.abdominal.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	yes	abdominal.4	abdominal.4.sterile_soil	abdominal.4	abdominal.sterile_soil	4	4.abdominal	13	mouse	T4.S2	10090	3	1	4	40.01	-105.27	7.08	abdominal.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	7.08	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.4	unique	unique.sterile_soil	uniqueNAsterile_soil	34
714.Ab.liq.T4.S3	52	days	0	Ab.liq.T4.S3	mouse.sterile_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	11	3/28/11	GAZ:United States of America	0	sterile_soil.abdominal.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	yes	abdominal.4	abdominal.4.sterile_soil	abdominal.4	abdominal.sterile_soil	4	4.abdominal	13	mouse	T4.S3	10090	1	1	2	40.01	-105.27	5.91	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.91	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.4	unique	unique.sterile_soil	uniqueNAsterile_soil	23.8
714.Ab.liq.T4.S4	63	days	0	Ab.liq.T4.S4	mouse.sterile_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	8	3/28/11	GAZ:United States of America	0	sterile_soil.abdominal.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.4	abdominal.4.sterile_soil	abdominal.4	abdominal.sterile_soil	4	4.abdominal	13	mouse	T4.S4	10090	3	1	2	40.01	-105.27	5.97	abdominal.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	5.97	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.4	unique	unique.sterile_soil	uniqueNAsterile_soil	27.6
714.Ab.liq.T4.S5	77	days	0	Ab.liq.T4.S5	mouse.sterile_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	7	3/28/11	GAZ:United States of America	0	sterile_soil.abdominal.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.4	abdominal.4.sterile_soil	abdominal.4	abdominal.sterile_soil	4	4.abdominal	13	mouse	T4.S5	10090	3	1	4	40.01	-105.27	7.06	abdominal.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	7.06	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.4	unique	unique.sterile_soil	uniqueNAsterile_soil	25.9
714.Ab.liq.T4.U1	77	days	0	Ab.liq.T4.U1	mouse.untreated_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	7	3/28/11	GAZ:United States of America	0	untreated_soil.abdominal.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.4	abdominal.4.untreated_soil	abdominal.4	abdominal.untreated_soil	4	4.abdominal	13	mouse	T4.U1	10090	5	3	6	40.01	-105.27	8.78	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.78	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.4	unique	unique.untreated_soil	uniqueNAuntreated_soil	23.9
714.Ab.liq.T4.U2	36	days	0	Ab.liq.T4.U2	mouse.untreated_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	14	3/28/11	GAZ:United States of America	0	untreated_soil.abdominal.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.4	abdominal.4.untreated_soil	abdominal.4	abdominal.untreated_soil	4	4.abdominal	13	mouse	T4.U2	10090	3	3	4	40.01	-105.27	8.75	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.75	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.4	unique	unique.untreated_soil	uniqueNAuntreated_soil	17.6
714.Ab.liq.T4.U3	89	days	0	Ab.liq.T4.U3	mouse.untreated_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	4	3/28/11	GAZ:United States of America	0	untreated_soil.abdominal.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.4	abdominal.4.untreated_soil	abdominal.4	abdominal.untreated_soil	4	4.abdominal	13	mouse	T4.U3	10090	3	3	3	40.01	-105.27	8.61	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.61	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.4	unique	unique.untreated_soil	uniqueNAuntreated_soil	30.8
714.Ab.liq.T4.U4	109	days	0	Ab.liq.T4.U4	mouse.untreated_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	1	3/28/11	GAZ:United States of America	0	untreated_soil.abdominal.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.4	abdominal.4.untreated_soil	abdominal.4	abdominal.untreated_soil	4	4.abdominal	13	mouse	T4.U4	10090	3	3	4	40.01	-105.27	8.58	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.58	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.4	unique	unique.untreated_soil	uniqueNAuntreated_soil	28.8
714.Ab.liq.T4.U5	36	days	0	Ab.liq.T4.U5	mouse.untreated_soil.abdominal.4	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	15	3/28/11	GAZ:United States of America	0	untreated_soil.abdominal.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.4	abdominal.4.untreated_soil	abdominal.4	abdominal.untreated_soil	4	4.abdominal	13	mouse	T4.U5	10090	3	3	3	40.01	-105.27	8.52	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.52	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.4	unique	unique.untreated_soil	uniqueNAuntreated_soil	20.2
714.Ab.liq.T5.S1	63	days	0	Ab.liq.T5.S1	mouse.sterile_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	9	4/4/11	GAZ:United States of America	0	sterile_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.5	abdominal.5.sterile_soil	abdominal.5	abdominal.sterile_soil	5	5.abdominal	20	mouse	T5.S1	10090	5	3	5	40.01	-105.27	8.04	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.04	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.5	unique	unique.sterile_soil	uniqueNAsterile_soil	25.9
714.Ab.liq.T5.S2	89	days	0	Ab.liq.T5.S2	mouse.sterile_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	3	4/4/11	GAZ:United States of America	0	sterile_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	no	abdominal.5	abdominal.5.sterile_soil	abdominal.5	abdominal.sterile_soil	5	5.abdominal	20	mouse	T5.S2	10090	3	1	4	40.01	-105.27	8.27	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.27	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.5	unique	unique.sterile_soil	uniqueNAsterile_soil	29.5
714.Ab.liq.T5.S3	77	days	0	Ab.liq.T5.S3	mouse.sterile_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	7	4/4/11	GAZ:United States of America	0	sterile_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.5	abdominal.5.sterile_soil	abdominal.5	abdominal.sterile_soil	5	5.abdominal	20	mouse	T5.S3	10090	3	2	5	40.01	-105.27	8.61	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.61	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.5	unique	unique.sterile_soil	uniqueNAsterile_soil	18.2
714.Ab.liq.T5.S4	77	days	0	Ab.liq.T5.S4	mouse.sterile_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	7	4/4/11	GAZ:United States of America	0	sterile_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	yes	abdominal.5	abdominal.5.sterile_soil	abdominal.5	abdominal.sterile_soil	5	5.abdominal	20	mouse	T5.S4	10090	3	1	5	40.01	-105.27	8.26	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.26	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.5	unique	unique.sterile_soil	uniqueNAsterile_soil	24.2
714.Ab.liq.T5.S5	52	days	0	Ab.liq.T5.S5	mouse.sterile_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	11	4/4/11	GAZ:United States of America	0	sterile_soil.abdominal.5	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	yes	abdominal.5	abdominal.5.sterile_soil	abdominal.5	abdominal.sterile_soil	5	5.abdominal	20	mouse	T5.S5	10090	2	1	3	40.01	-105.27	8.35	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.35	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.5	unique	unique.sterile_soil	uniqueNAsterile_soil	23
714.Ab.liq.T5.U1	89	days	0	Ab.liq.T5.U1	mouse.untreated_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	4	4/4/11	GAZ:United States of America	0	untreated_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.5	abdominal.5.untreated_soil	abdominal.5	abdominal.untreated_soil	5	5.abdominal	20	mouse	T5.U1	10090	5	3	6	40.01	-105.27	8.82	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.82	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.5	unique	unique.untreated_soil	uniqueNAuntreated_soil	30.3
714.Ab.liq.T5.U2	88	days	0	Ab.liq.T5.U2	mouse.untreated_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	5	4/4/11	GAZ:United States of America	0	untreated_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.5	abdominal.5.untreated_soil	abdominal.5	abdominal.untreated_soil	5	5.abdominal	20	mouse	T5.U2	10090	5	3	5	40.01	-105.27	8.82	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.82	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.5	unique	unique.untreated_soil	uniqueNAuntreated_soil	27.2
714.Ab.liq.T5.U3	36	days	0	Ab.liq.T5.U3	mouse.untreated_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	15	4/4/11	GAZ:United States of America	0	untreated_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	no	yes	abdominal.5	abdominal.5.untreated_soil	abdominal.5	abdominal.untreated_soil	5	5.abdominal	20	mouse	T5.U3	10090	5	3	7	40.01	-105.27	8.8	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.8	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.5	unique	unique.untreated_soil	uniqueNAuntreated_soil	17.6
714.Ab.liq.T5.U4	96	days	0	Ab.liq.T5.U4	mouse.untreated_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	2	4/4/11	GAZ:United States of America	0	untreated_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.5	abdominal.5.untreated_soil	abdominal.5	abdominal.untreated_soil	5	5.abdominal	20	mouse	T5.U4	10090	5	3	6	40.01	-105.27	8.83	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.83	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.5	unique	unique.untreated_soil	uniqueNAuntreated_soil	31.6
714.Ab.liq.T5.U5	63	days	0	Ab.liq.T5.U5	mouse.untreated_soil.abdominal.5	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	9	4/4/11	GAZ:United States of America	0	untreated_soil.abdominal.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.5	abdominal.5.untreated_soil	abdominal.5	abdominal.untreated_soil	5	5.abdominal	20	mouse	T5.U5	10090	7	3	5	40.01	-105.27	8.72	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.72	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.5	unique	unique.untreated_soil	uniqueNAuntreated_soil	26.5
714.Ab.liq.T6.S1	63	days	0	Ab.liq.T6.S1	mouse.sterile_soil.abdominal.6	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	8	4/18/11	GAZ:United States of America	0	sterile_soil.abdominal.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.6	abdominal.6.sterile_soil	abdominal.6	abdominal.sterile_soil	6	6.abdominal	34	mouse	T6.S1	10090	5	2	7	40.01	-105.27	8.41	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.41	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.6	repeat	repeat.sterile_soil	repeatNAsterile_soil	29.1
714.Ab.liq.T6.S2	109	days	0	Ab.liq.T6.S2	mouse.sterile_soil.abdominal.6	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	1	4/18/11	GAZ:United States of America	0	sterile_soil.abdominal.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.6	abdominal.6.sterile_soil	abdominal.6	abdominal.sterile_soil	6	6.abdominal	34	mouse	T6.S2	10090	5	2	7	40.01	-105.27	8.29	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.29	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.6	unique	unique.sterile_soil	uniqueNAsterile_soil	29.4
714.Ab.liq.T6.S3	52	days	0	Ab.liq.T6.S3	mouse.sterile_soil.abdominal.6	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	12	4/18/11	GAZ:United States of America	0	sterile_soil.abdominal.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.6	abdominal.6.sterile_soil	abdominal.6	abdominal.sterile_soil	6	6.abdominal	34	mouse	T6.S3	10090	5	3	7	40.01	-105.27	8.41	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.41	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.6	unique	unique.sterile_soil	uniqueNAsterile_soil	23.5
714.Ab.liq.T6.S4	77	days	0	Ab.liq.T6.S4	mouse.sterile_soil.abdominal.6	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	7	4/18/11	GAZ:United States of America	0	sterile_soil.abdominal.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.6	abdominal.6.sterile_soil	abdominal.6	abdominal.sterile_soil	6	6.abdominal	34	mouse	T6.S4	10090	5	3	7	40.01	-105.27	8.4	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.4	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.6	repeat	repeat.sterile_soil	repeatNAsterile_soil	24.3
714.Ab.liq.T6.S5	77	days	0	Ab.liq.T6.S5	mouse.sterile_soil.abdominal.6	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	7	4/18/11	GAZ:United States of America	0	sterile_soil.abdominal.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.6	abdominal.6.sterile_soil	abdominal.6	abdominal.sterile_soil	6	6.abdominal	34	mouse	T6.S5	10090	5	3	7	40.01	-105.27	8.23	abdominal.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	abdominal	abdominal	abdominal liquid	NA	8.23	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.abdominal.6	unique	unique.sterile_soil	uniqueNAsterile_soil	23.1
714.Ab.liq.T6.U1	52	days	0	Ab.liq.T6.U1	mouse.untreated_soil.abdominal.6	UBERON:abdominal cavity	UBERON:tissue fluid	UBERON:mesentery	12	4/18/11	GAZ:United States of America	0	untreated_soil.abdominal.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	bodily fluid	host-associated	not_zero	yes	yes	abdominal.6	abdominal.6.untreated_soil	abdominal.6	abdominal.untreated_soil	6	6.abdominal	34	mouse	T6.U1	10090	7	3	7	40.01	-105.27	8.79	abdominal.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	abdominal	abdominal	abdominal liquid	NA	8.79	40	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.abdominal.6	unique	unique.untreated_soil	uniqueNAuntreated_soil	24.2
